0.000000,0.001726,0.024650,0.098437,0.244579,0.474430,0.782204,1.146020,1.539340,1.940335,2.332744,2.703978,3.044191,3.346216,3.605849,3.822074,3.996836,4.134178,4.238947,4.315604,4.367520,4.396815,4.404501,4.390739,4.355093,4.296753,4.214722,4.107969,3.975577,3.816866,3.631520,3.419684,3.182034,2.919784,2.634636,2.328671,2.004214,1.663716,1.309651,0.944466,0.570559,0.190288,-0.194009,-0.579985,-0.965246,-1.347321,-1.723636,-2.091495,-2.448087,-2.790509,-3.115832,-3.421197,-3.703954,-3.961805,-4.192937,-4.396097,-4.570583,-4.716158,-4.832912,-4.921120,-4.981131,-5.013290,-5.017913,-4.995283,-4.945667,-4.869342,-4.766626,-4.637906,-4.483667,-4.304522,-4.101241,-3.874773,-3.626265,-3.357076,-3.068762,-2.763051,-2.441797,-2.106923,-1.760371,-1.404070,-1.039921,-0.669803,-0.295588,0.080835,0.457541,0.832540,1.203763,1.569045,1.926117,2.272615,2.606098,2.924094,3.224175,3.504055,3.761703,3.995453,4.204075,4.386784,4.543181,4.673154
0.000000,-0.001308,-0.018540,-0.072301,-0.173407,-0.321700,-0.504017,-0.699391,-0.888181,-1.055747,-1.190631,-1.282877,-1.323826,-1.306759,-1.227966,-1.087791,-0.891040,-0.646317,-0.364459,-0.056868,0.265544,0.592701,0.915301,1.224665,1.512628,1.771514,1.994199,2.174263,2.306216,2.385782,2.410196,2.378441,2.291374,2.151653,1.963490,1.732258,1.464085,1.165499,0.843202,0.503960,0.154569,-0.198136,-0.547266,-0.885880,-1.207003,-1.503694,-1.769128,-1.996755,-2.180488,-2.314973,-2.395895,-2.420314,-2.386975,-2.296504,-2.151449,-1.956092,-1.716097,-1.438067,-1.129127,-0.796615,-0.447909,-0.090356,0.268740,0.622106,0.962509,1.282781,1.575894,1.835072,2.053957,2.226841,2.348923,2.416617,2.427827,2.382160,2.281004,2.127435,1.925965,1.682182,1.402386,1.093283,0.761785,0.414902,0.059699,-0.296715,-0.647189,-0.984553,-1.301651,-1.591418,-1.846994,-2.061889,-2.230216,-2.346972,-2.408369,-2.412164,-2.357925,-2.247154,-2.083223,-1.871091,-1.616896,-1.327515
1.200000,1.199856,1.194867,1.175361,1.142201,1.107867,1.086255,1.081601,1.087426,1.095101,1.099261,1.097612,1.089968,1.077809,1.063900,1.051567,1.043650,1.041546,1.044951,1.052400,1.062073,1.072340,1.081935,1.089941,1.095726,1.098907,1.099339,1.097134,1.092674,1.086611,1.079821,1.073303,1.068036,1.064810,1.064099,1.066021,1.070375,1.076740,1.084583,1.093336,1.102440,1.111361,1.119592,1.126651,1.132096,1.135537,1.136667,1.135308,1.131453,1.125319,1.117377,1.108345,1.099131,1.090711,1.083965,1.079522,1.077666,1.078324,1.081148,1.085620,1.091150,1.097147,1.103050,1.108342,1.112560,1.115310,1.116284,1.115295,1.112314,1.107509,1.101267,1.094194,1.087068,1.080739,1.075997,1.073441,1.073382,1.075822,1.080504,1.086991,1.094756,1.103239,1.111886,1.120157,1.127538,1.133549,1.137755,1.139796,1.139420,1.136531,1.131239,1.123898,1.115124,1.105759,1.096773,1.089118,1.083558,1.080537,1.080135,1.082109
0.000000,0.068723,0.436884,1.059097,1.866925,2.716448,3.409863,3.830765,4.002783,3.990605,3.837692,3.573112,3.222600,2.814002,2.378686,1.948838,1.551260,1.200981,0.899295,0.637542,0.403125,0.183892,-0.029988,-0.245686,-0.467978,-0.699625,-0.941698,-1.193797,-1.454164,-1.719767,-1.986423,-2.249063,-2.502199,-2.740560,-2.959721,-3.156544,-3.329251,-3.477195,-3.600472,-3.699524,-3.774838,-3.826746,-3.855302,-3.860231,-3.840915,-3.796433,-3.725633,-3.627282,-3.500275,-3.343942,-3.158418,-2.945034,-2.706590,-2.447367,-2.172753,-1.888492,-1.599810,-1.310720,-1.023748,-0.740089,-0.460002,-0.183257,0.090514,0.361578,0.629974,0.895461,1.157501,1.415261,1.667615,1.913151,2.150184,2.376790,2.590886,2.790373,2.973337,3.138258,3.284158,3.410618,3.517660,3.605538,3.674539,3.724831,3.756376,3.768902,3.761906,3.734670,3.686301,3.615788,3.522097,3.404314,3.261848,3.094694,2.903720,2.690903,2.459396,2.213315,1.957221,1.695417,1.431328,1.167170
0.000000,-0.052071,-0.325603,-0.757033,-1.254732,-1.686009,-1.926657,-1.948263,-1.801587,-1.530238,-1.153115,-0.681808,-0.131254,0.474258,1.098658,1.697198,2.225975,2.653632,2.967130,3.167967,3.264014,3.263681,3.173876,3.000085,2.747111,2.419959,2.024709,1.569360,1.064529,0.523840,-0.036223,-0.597207,-1.140304,-1.648354,-2.107592,-2.508500,-2.845546,-3.116123,-3.319268,-3.454641,-3.521937,-3.520693,-3.450345,-3.310432,-3.100876,-2.822344,-2.476675,-2.067408,-1.600378,-1.084310,-0.531249,0.043405,0.621523,1.183659,1.711083,2.187891,2.602433,2.947594,3.219983,3.418604,3.543594,3.595394,3.574392,3.480907,3.315399,3.078810,2.772981,2.401157,1.968526,1.482762,0.954431,0.397108,-0.173021,-0.738201,-1.280694,-1.784579,-2.237170,-2.629603,-2.956499,-3.215031,-3.403861,-3.522329,-3.569975,-3.546379,-3.451208,-3.284386,-3.046374,-2.738540,-2.363633,-1.926357,-1.433993,-0.896953,-0.329060,0.252708,0.829234,1.381041,1.890447,2.343425,2.730472,3.046291
0.000000,-0.008614,-0.119789,-0.289175,-0.371233,-0.294591,-0.113541,0.034381,0.084019,0.063776,0.010423,-0.052459,-0.107123,-0.138748,-0.137574,-0.103318,-0.047153,0.012962,0.061560,0.091706,0.103885,0.101693,0.088922,0.068706,0.043641,0.016121,-0.011392,-0.036245,-0.055679,-0.067148,-0.068837,-0.060251,-0.042569,-0.018532,0.008240,0.034191,0.056612,0.073930,0.085533,0.091398,0.091750,0.086865,0.077019,0.062531,0.043854,0.021692,-0.002888,-0.028351,-0.052667,-0.073382,-0.087891,-0.093913,-0.090119,-0.076701,-0.055566,-0.029968,-0.003641,0.020153,0.039209,0.052450,0.059631,0.060974,0.056899,0.047922,0.034653,0.017875,-0.001354,-0.021618,-0.041105,-0.057668,-0.069035,-0.073188,-0.068862,-0.056019,-0.036058,-0.011585,0.014221,0.038394,0.058738,0.073984,0.083618,0.087579,0.086015,0.079153,0.067286,0.050818,0.030362,0.006848,-0.018373,-0.043457,-0.066084,-0.083640,-0.093594,-0.094092,-0.084586,-0.066244,-0.041836,-0.015045,0.010522,0.032131
0.000000,0.040192,0.097604,0.114359,0.102164,0.071387,0.030752,-0.012142,-0.051722,-0.085258,-0.111908,-0.131263,-0.142880,-0.146444,-0.142028,-0.130301,-0.112584,-0.090687,-0.066533,-0.041745,-0.017423,0.005820,0.027663,0.047896,0.066298,0.082594,0.096455,0.107532,0.115496,0.120103,0.121242,0.118979,0.113563,0.105399,0.094984,0.082819,0.069336,0.054846,0.039551,0.023571,0.007004,-0.010026,-0.027332,-0.044644,-0.061604,-0.077773,-0.092647,-0.105683,-0.116337,-0.124108,-0.128592,-0.129538,-0.126890,-0.120811,-0.111666,-0.099966,-0.086282,-0.071152,-0.055013,-0.038177,-0.020856,-0.003206,0.014614,0.032403,0.049887,0.066715,0.082465,0.096662,0.108810,0.118432,0.125114,0.128558,0.128624,0.125355,0.118975,0.109856,0.098450,0.085219,0.070567,0.054808,0.038171,0.020831,0.002954,-0.015267,-0.033581,-0.051662,-0.069109,-0.085450,-0.100164,-0.112708,-0.122555,-0.129248,-0.132450,-0.132002,-0.127950,-0.120559,-0.110269,-0.097629,-0.083202,-0.067484
0.000000,0.053045,0.134258,0.170501,0.172714,0.150401,0.111868,0.066000,0.021488,-0.015964,-0.044490,-0.064369,-0.076503,-0.081971,-0.082022,-0.078144,-0.072038,-0.065439,-0.059830,-0.056171,-0.054792,-0.055509,-0.057828,-0.061153,-0.064908,-0.068594,-0.071807,-0.074228,-0.075623,-0.075836,-0.074782,-0.072453,-0.068914,-0.064293,-0.058771,-0.052555,-0.045847,-0.038823,-0.031614,-0.024305,-0.016936,-0.009520,-0.002059,0.005447,0.012981,0.020502,0.027940,0.035194,0.042131,0.048596,0.054420,0.059445,0.063543,0.066644,0.068757,0.069974,0.070463,0.070432,0.070089,0.069607,0.069098,0.068607,0.068127,0.067610,0.066987,0.066185,0.065134,0.063773,0.062057,0.059954,0.057450,0.054547,0.051261,0.047626,0.043684,0.039486,0.035084,0.030519,0.025820,0.021000,0.016055,0.010973,0.005739,0.000347,-0.005202,-0.010887,-0.016667,-0.022480,-0.028243,-0.033851,-0.039182,-0.044110,-0.048512,-0.052287,-0.055377,-0.057781,-0.059560,-0.060834,-0.061757,-0.062486
0.000000,0.000000,0.000739,0.003588,0.008571,0.014998,0.021986,0.028748,0.034647,0.039211,0.042259,0.043937,0.044598,0.044682,0.044616,0.044754,0.045319,0.046385,0.047877,0.049618,0.051396,0.053029,0.054395,0.055442,0.056163,0.056578,0.056720,0.056619,0.056304,0.055802,0.055138,0.054339,0.053433,0.052448,0.051405,0.050317,0.049190,0.048024,0.046820,0.045581,0.044313,0.043023,0.041720,0.040407,0.039081,0.037734,0.036352,0.034916,0.033405,0.031798,0.030079,0.028235,0.026263,0.024167,0.021958,0.019649,0.017256,0.014793,0.012276,0.009718,0.007138,0.004554,0.001992,-0.000521,-0.002952,-0.005266,-0.007423,-0.009384,-0.011111,-0.012573,-0.013750,-0.014634,-0.015236,-0.015581,-0.015705,-0.015653,-0.015467,-0.015189,-0.014848,-0.014469,-0.014067,-0.013652,-0.013231,-0.012805,-0.012372,-0.011925,-0.011453,-0.010941,-0.010368,-0.009712,-0.008946,-0.008048,-0.006997,-0.005779,-0.004390,-0.002832,-0.001118,0.000735,0.002703,0.004763
0.000000,3.209430,1.315330,-0.043591,-0.958008,-1.543287,-1.822315,-1.804702,-1.586335,-1.294183,-0.983389,-0.660276,-0.326619,0.008593,0.327505,0.605314,0.816789,0.946726,0.998151,0.990392,0.947614,0.887980,0.820424,0.747002,0.666315,0.576022,0.474369,0.361080,0.237836,0.108389,-0.021707,-0.145869,-0.257706,-0.352491,-0.428369,-0.486699,-0.531264,-0.566644,-0.596528,-0.622660,-0.644635,-0.660334,-0.666605,-0.659942,-0.637019,-0.595121,-0.532482,-0.448607,-0.344572,-0.223272,-0.089538,0.050005,0.187481,0.314809,0.425144,0.514336,0.581781,0.630149,0.663971,0.687761,0.704501,0.715014,0.718149,0.711440,0.691856,0.656469,0.602987,0.530170,0.438172,0.328795,0.205624,0.073957,-0.059597,-0.187909,-0.304480,-0.404690,-0.486693,-0.551502,-0.602134,-0.642173,-0.674394,-0.699962,-0.718305,-0.727473,-0.724689,-0.706911,-0.671311,-0.615693,-0.538876,-0.441044,-0.324075,-0.191764,-0.049852,0.094289,0.232440,0.356815,0.461600,0.544202,0.605594,0.649444
